StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
8/19/2021 11:06,8/19/2021 11:15,0,145.40.166.46,100,550,1,8/19/2021 11:15,R_2QWJzl3Y2SpjnDk,,,,,50.91690063,-1.42199707,anonymous,EN-GB,1,5,5,4,5,5,5,4,1,4,3,4,2,5,3,5,9|6|7|1|10|14|2|8|4|13|11|15|5|12|3,5,2,5,2,1,5,4,4|7|5|1|3|2|6,7,5,5,3,6,5,5,5,3,9|6|7|3|1|5|2|8|4,5,5,4,4,3,2,3,2,7|4|6|3|1|2|5|8,1,1,1,1,1,1,1,1,1,1,2,2,7|10|9|3|4|12|11|8|2|6|5|1,1,1,1,1,1,3|2|4|5|1,1,1,1,1,1|2|4|3,2,1,1,1,3|2|1,5,5,5,4,1,1,2,2,7|3|8|6|5|4|2|1,7,6|2|4|7|5|3,2,1,,1,0,,25,0,,1,0,0,4,3,,217,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:08,8/19/2021 11:17,0,82.177.152.135,100,551,1,8/19/2021 11:17,R_BREnTb8u9RUnxTP,,,,,52.27409363,20.92759705,anonymous,EN-GB,1,4,4,4,4,4,3,2,4,3,4,5,4,4,4,4,12|1|6|3|11|10|9|13|2|15|8|14|7|5|4,5,4,5,4,3,4,4,5|4|7|1|3|2|6,5,3,5,4,3,5,3,4,6,4|8|7|2|5|9|1|6|3,4,1,5,5,1,2,1,1,7|8|2|1|3|4|6|5,3,2,2,5,6,5,5,5,4,5,5,4,12|3|6|10|4|9|1|5|7|11|8|2,4,4,4,4,4,3|2|1|4|5,4,4,4,4,3|4|1|2,5,5,2,2,2|3|1,4,5,4,4,1,4,1,4,3|4|7|6|1|2|5|8,7,7|4|6|5|2|3,2,1,,1,0,,32,0,,4,0,2,3,0,,270,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:07,8/19/2021 11:18,0,89.153.246.81,100,668,1,8/19/2021 11:18,R_3iLm9li85fYYxl2,,,,,41.21159363,-8.277999878,anonymous,EN-GB,1,4,5,2,5,5,3,4,2,5,4,2,4,5,1,2,10|14|12|5|9|13|8|2|3|6|15|4|1|7|11,5,1,5,1,1,5,5,5|6|1|3|4|2|7,3,3,2,3,6,6,7,7,7,7|2|3|4|8|6|1|9|5,2,2,2,2,4,4,4,4,1|6|2|4|5|7|3|8,5,1,6,6,7,6,1,5,4,7,1,6,5|9|2|7|8|12|4|3|11|6|10|1,6,6,6,7,1,5|1|4|3|2,4,7,7,4,3|1|2|4,7,7,7,7,2|1|3,4,4,4,4,4,4,2,2,2|1|7|6|4|5|3|8,3,5|6|7|3|4|2,2,1,,1,0,,21,0,,3,1,0,3,0,,315,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:11,8/19/2021 11:19,0,81.140.179.76,100,499,1,8/19/2021 11:19,R_9TEPC64RObaeLIZ,,,,,51.6309967,-3.477401733,anonymous,EN-GB,1,2,4,3,5,3,1,3,2,4,4,1,2,5,1,2,10|8|6|5|13|14|7|2|3|4|1|12|15|11|9,4,4,5,2,2,4,5,3|2|4|6|1|5|7,6,7,7,2,3,4,7,6,7,4|8|6|7|9|2|3|1|5,4,4,4,5,3,2,2,2,4|8|3|2|5|1|7|6,1,1,2,3,6,4,3,1,1,1,3,2,4|8|2|12|7|5|1|11|3|10|9|6,5,5,6,4,1,3|4|5|2|1,5,6,5,6,2|3|4|1,7,7,7,6,3|2|1,4,4,4,4,2,2,1,2,1|8|3|6|5|4|7|2,3,4|3|6|5|7|2,2,1,,1,0,,31,0,,3,0,1,4,0,,273,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:05,8/19/2021 11:20,0,86.179.149.81,100,870,1,8/19/2021 11:20,R_3Hp5AYfuqsukaSe,,,,,51.3177948,-0.572402954,anonymous,EN-GB,1,4,5,2,4,4,2,1,5,2,1,1,5,4,4,4,2|6|14|3|12|15|13|1|4|7|11|9|10|8|5,5,2,4,5,1,5,5,4|1|6|7|5|2|3,5,6,7,5,3,2,2,1,4,3|6|4|9|1|8|2|5|7,2,5,5,4,3,2,3,1,8|3|1|4|5|6|2|7,3,6,4,1,4,3,4,5,2,6,3,3,11|3|4|10|6|8|12|2|5|1|9|7,3,1,4,4,1,2|1|4|5|3,3,4,4,3,1|4|3|2,7,7,7,7,2|3|1,4,5,4,4,3,2,2,1,6|7|3|1|8|5|2|4,3,2|7|5|4|3|6,2,2,Had to watch on YouTube app,2,0,,57,0,,3,0,0,3,0,,260,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:06,8/19/2021 11:20,0,92.29.238.175,100,819,1,8/19/2021 11:20,R_elJOnrTuTS1he6Z,,,,,52.57800293,1.088897705,anonymous,EN-GB,1,2,4,4,3,4,4,2,3,3,1,2,3,4,3,4,2|13|8|3|6|5|1|12|11|9|14|4|15|7|10,4,1,5,1,1,4,2,5|1|4|7|6|2|3,7,6,6,5,2,1,1,1,2,5|7|9|1|6|3|8|4|2,5,5,5,4,1,1,1,1,2|3|6|5|1|7|8|4,1,1,1,1,1,1,1,1,1,1,3,3,5|2|10|4|11|1|8|6|9|12|3|7,4,1,1,4,1,1|4|5|2|3,1,1,1,1,1|3|4|2,5,2,1,1,1|2|3,5,5,5,5,1,1,1,1,8|6|7|2|3|5|4|1,7,5|7|3|6|2|4,2,1,,1,0,,39,0,,3,0,2,4,0,,213,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:13,8/19/2021 11:20,0,92.77.27.143,100,451,1,8/19/2021 11:20,R_2SfrrF44eJgHsmB,,,,,53.0684967,8.83140564,anonymous,EN-GB,1,5,5,1,1,5,5,1,1,1,1,5,5,5,5,5,8|13|2|1|3|9|15|6|14|5|7|12|4|10|11,5,1,5,1,1,5,5,7|1|2|3|4|5|6,7,7,7,7,1,1,1,1,1,5|2|9|7|6|4|8|1|3,5,5,5,5,1,1,1,4,5|3|2|1|7|8|6|4,7,7,7,6,7,1,1,1,6,7,7,7,12|11|3|8|7|4|10|9|5|6|2|1,7,7,7,7,1,4|2|1|3|5,7,7,7,7,3|2|1|4,7,7,7,7,2|1|3,5,5,5,5,1,1,1,1,4|6|8|3|7|1|2|5,3,4|2|6|7|5|3,1,1,,1,1,,32,4,,4,0,2,4,0,,332,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:12,8/19/2021 11:21,0,80.42.18.146,100,511,1,8/19/2021 11:21,R_3NzhRPl8a8e4U3a,,,,,50.97810364,-1.43510437,anonymous,EN-GB,1,5,4,4,5,4,1,4,2,5,2,2,2,5,2,4,5|6|7|2|9|15|13|10|4|14|1|12|8|11|3,3,4,4,4,3,4,3,1|3|6|4|2|5|7,5,4,3,4,5,5,6,5,5,3|9|7|6|5|8|2|1|4,2,3,3,2,4,3,4,4,7|2|4|1|6|3|5|8,1,1,1,1,1,1,1,1,1,1,1,2,2|6|5|3|10|12|8|1|7|11|9|4,1,1,1,3,1,4|5|1|2|3,1,1,2,1,2|4|3|1,4,2,1,1,1|3|2,3,4,4,4,4,3,4,4,4|8|7|5|6|3|1|2,7,3|5|2|4|6|7,2,1,,1,0,,26,0,,3,0,0,3,0,,182,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:00,8/19/2021 11:21,0,90.214.29.49,100,1252,1,8/19/2021 11:21,R_9TAIvwfgYw18xWh,,,,,51.54150391,-0.06010437,anonymous,EN-GB,1,3,4,3,3,5,1,3,3,2,2,3,3,5,3,4,13|10|9|4|8|7|1|3|15|11|2|14|12|5|6,4,2,4,2,2,3,4,6|1|7|3|2|4|5,3,3,5,2,4,5,5,3,5,9|5|3|8|4|6|7|1|2,3,3,3,4,3,2,1,2,7|3|1|2|8|6|4|5,1,1,1,1,1,1,1,1,1,1,1,1,10|3|11|2|8|5|1|12|7|6|9|4,1,1,1,4,1,1|5|2|3|4,1,1,1,1,2|3|4|1,2,2,1,1,2|3|1,4,4,4,4,3,2,1,1,6|2|4|5|8|3|1|7,7,7|2|5|4|6|3,2,1,,1,0,,48,1,,2,0,0,0,0,,200,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:11,8/19/2021 11:22,0,146.241.193.245,100,688,1,8/19/2021 11:22,R_2y3EbUbHunWvzTK,,,,,45.95350647,9.126907349,anonymous,EN-GB,1,5,4,4,5,5,1,2,4,5,2,2,3,5,1,4,10|12|1|14|11|8|9|3|2|6|15|13|7|5|4,4,2,4,2,2,4,4,6|2|4|7|5|3|1,5,3,3,5,5,7,7,5,7,7|5|9|6|1|2|8|3|4,2,3,2,2,4,4,4,4,5|6|1|2|4|3|8|7,5,4,1,1,6,6,4,5,1,5,1,1,2|7|10|4|6|5|9|3|11|1|8|12,5,4,5,3,1,1|3|4|5|2,5,5,5,3,4|1|3|2,5,7,7,7,1|2|3,2,4,2,2,4,4,4,4,3|4|2|1|5|6|7|8,3,6|2|7|4|3|5,2,1,,2,1,,22,0,,0,1,1,2,0,,259,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:08,8/19/2021 11:22,0,85.246.78.142,100,834,1,8/19/2021 11:22,R_1eyQygQ85a1DTev,,,,,38.13670349,-7.450805664,anonymous,EN-GB,1,4,4,2,5,2,2,1,2,3,4,3,4,5,3,3,1|2|10|9|7|12|11|13|14|4|6|15|8|5|3,4,1,4,1,3,3,4,6|4|2|3|7|1|5,5,5,5,4,3,5,2,3,2,7|8|3|4|1|5|6|9|2,4,4,4,4,3,2,1,2,6|3|5|2|7|1|8|4,2,1,2,1,1,1,3,1,1,3,4,5,11|1|8|12|9|3|5|2|4|10|6|7,2,2,2,3,1,5|2|3|1|4,2,2,2,2,1|3|2|4,3,2,2,2,1|3|2,4,4,4,4,2,2,1,2,2|6|3|7|4|1|5|8,7,2|7|4|5|6|3,2,1,,1,0,,25,0,,4,0,0,3,0,,219,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:13,8/19/2021 11:22,0,78.67.124.195,100,586,1,8/19/2021 11:22,R_D2X8c0GdM8XiItr,,,,,57.7348938,12.07249451,anonymous,EN-GB,1,3,5,2,5,5,4,2,3,4,1,4,3,4,3,5,11|4|10|8|1|9|14|6|5|13|3|15|7|2|12,4,2,5,3,1,3,3,5|6|2|7|3|1|4,6,3,5,1,5,6,4,6,5,1|8|9|3|4|5|2|7|6,4,3,3,4,2,2,3,4,7|8|5|6|1|2|3|4,5,1,4,1,6,5,6,5,1,6,1,2,1|6|10|12|5|8|2|3|7|4|9|11,6,4,6,4,1,1|3|2|5|4,5,6,5,2,2|3|1|4,6,7,7,7,1|2|3,4,5,4,4,3,2,3,3,5|4|1|8|3|7|2|6,3,6|4|2|5|3|7,2,1,,1,0,,26,0,,3,1,1,2,4,,297,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:10,8/19/2021 11:23,0,83.28.217.204,100,776,1,8/19/2021 11:23,R_27TCXspDfQoh57J,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,5,4,2,4,5,3,4,4,4,2,2,2,4,4,3,12|8|6|3|9|5|13|7|1|14|2|11|4|15|10,3,4,5,2,2,3,4,2|1|7|3|6|4|5,5,4,6,5,3,4,7,7,7,5|4|9|3|6|1|8|2|7,5,5,5,3,5,2,5,2,5|7|8|6|3|4|1|2,2,1,1,1,5,1,1,1,1,5,1,3,7|11|9|4|8|12|2|1|6|3|10|5,2,3,1,4,1,3|2|4|1|5,1,1,3,1,1|2|3|4,6,3,1,2,2|1|3,3,5,4,4,4,3,4,3,5|3|2|7|1|6|8|4,7,4|7|2|6|5|3,2,1,,1,1,,19,0,,1,1,0,4,4,,216,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:18,8/19/2021 11:23,0,89.126.28.44,100,345,1,8/19/2021 11:23,R_xgfBdk73EbKzJZf,,,,,53.7256012,-6.885101318,anonymous,EN-GB,1,4,4,2,2,5,4,1,1,2,1,4,5,4,5,4,2|5|12|14|6|8|4|3|9|13|1|10|7|11|15,4,2,4,2,2,4,4,7|5|1|4|3|2|6,6,5,5,5,4,4,3,3,3,3|4|2|5|8|7|9|6|1,4,5,4,5,3,1,2,2,1|5|8|3|7|2|4|6,1,1,1,1,1,1,1,1,1,1,1,1,10|8|3|1|7|9|6|4|11|12|5|2,1,1,1,2,1,1|4|2|3|5,1,1,1,1,4|1|2|3,4,1,1,1,1|3|2,4,5,5,4,2,1,1,1,4|7|3|5|8|1|6|2,7,6|3|5|2|4|7,2,1,,1,0,,20,0,,1,1,0,4,2,,208,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:17,8/19/2021 11:23,0,85.76.18.247,100,405,1,8/19/2021 11:24,R_1duIMQfMvioHL6t,,,,,60.17190552,24.93469238,anonymous,EN-GB,1,5,4,2,5,3,1,2,3,3,2,3,4,4,2,3,10|3|9|11|6|13|12|8|4|15|5|14|7|1|2,5,1,5,1,1,5,5,5|6|3|1|4|2|7,4,2,2,1,7,7,7,7,7,5|4|7|8|1|2|6|3|9,5,5,5,5,1,1,1,1,3|2|8|4|1|6|5|7,7,7,7,7,7,7,7,7,7,7,1,5,4|11|5|7|6|8|2|3|1|9|10|12,7,7,7,7,1,5|4|3|2|1,7,7,7,7,1|3|4|2,7,7,7,7,3|1|2,5,5,5,5,1,1,1,1,6|4|8|1|5|7|3|2,3,6|2|5|3|4|7,2,1,,1,0,,32,0,,2,1,1,2,0,,379,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:14,8/19/2021 11:24,0,5.173.173.66,100,592,1,8/19/2021 11:24,R_T5w12EUbzZjY3Lj,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,5,4,3,5,5,2,4,4,3,2,2,4,4,3,4,9|6|15|3|8|7|4|5|11|10|1|13|14|12|2,4,3,4,2,1,5,3,6|1|3|2|4|7|5,5,4,5,3,7,7,7,7,7,9|2|1|3|7|4|5|8|6,2,2,2,1,4,5,5,3,8|7|6|4|1|5|3|2,1,1,1,1,5,3,1,1,3,6,4,5,9|11|3|5|1|4|7|8|2|10|12|6,3,3,5,5,1,3|4|5|2|1,3,4,3,3,3|1|4|2,6,4,4,4,1|2|3,2,2,2,2,5,5,4,3,1|2|4|3|6|5|8|7,7,5|2|6|3|4|7,2,1,,1,0,,22,0,,3,1,0,1,0,,228,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:16,8/19/2021 11:24,0,213.250.38.66,100,464,1,8/19/2021 11:24,R_9FXVmYDJv0BknO9,,,,,46.22860718,15.70159912,anonymous,EN-GB,1,4,2,4,4,4,3,4,4,4,1,2,3,2,4,4,11|9|8|5|13|12|1|3|7|14|6|10|15|4|2,2,5,1,5,5,1,3,7|6|2|4|1|3|5,2,2,1,5,4,6,7,6,4,1|5|8|2|4|3|9|6|7,4,4,4,2,4,2,4,3,1|2|8|3|4|5|7|6,1,1,1,1,1,1,1,1,1,2,2,2,8|10|11|2|3|7|6|12|4|9|5|1,1,1,1,1,1,1|5|2|3|4,1,1,1,1,2|3|4|1,4,1,1,1,1|2|3,3,4,3,2,4,2,4,4,3|4|6|5|7|2|8|1,7,6|3|5|7|4|2,2,1,,1,1,,33,0,,3,1,2,3,0,,178,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:08,8/19/2021 11:24,0,89.115.201.51,100,996,1,8/19/2021 11:24,R_1DByiYyGPR7wZAc,,,,,38.73100281,-9.137298584,anonymous,EN-GB,1,4,4,4,5,5,3,3,4,2,1,2,4,4,2,5,5|9|13|7|1|11|10|14|15|2|6|8|12|3|4,4,1,3,2,5,3,3,4|6|2|1|5|7|3,2,2,4,1,6,6,2,2,5,2|1|5|4|3|7|9|6|8,4,4,4,4,3,2,2,3,1|6|7|8|2|4|5|3,7,3,2,2,5,5,2,5,2,5,5,2,10|9|3|12|7|2|6|5|8|4|1|11,6,5,3,3,1,2|3|1|4|5,3,4,6,4,4|2|1|3,6,7,4,7,2|1|3,4,4,4,4,2,1,2,2,5|3|1|2|8|4|6|7,3,2|3|7|4|5|6,2,1,,1,0,,34,0,,3,0,2,1,0,,281,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:15,8/19/2021 11:24,0,2.85.143.127,100,565,1,8/19/2021 11:24,R_9nO2VnVRDnfhdmx,,,,,40.84089661,25.873703,anonymous,EN-GB,1,4,2,2,3,4,2,2,4,2,4,4,2,4,4,3,14|4|5|9|7|10|8|6|3|1|11|15|13|12|2,2,2,4,4,2,4,2,7|4|1|6|2|5|3,5,5,6,2,5,6,6,6,6,9|7|4|8|6|1|2|5|3,4,4,4,4,4,2,3,3,6|7|2|5|8|3|1|4,1,1,1,1,1,1,1,1,1,1,1,1,2|11|4|10|3|5|12|9|1|6|8|7,1,1,1,2,1,3|1|4|5|2,1,1,1,1,1|2|3|4,4,1,1,1,2|1|3,4,4,4,4,4,3,4,3,4|6|8|7|5|2|3|1,7,5|6|3|2|7|4,2,1,,1,1,,26,0,,4,0,0,0,0,,183,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:14,8/19/2021 11:25,0,77.54.117.95,100,656,1,8/19/2021 11:25,R_1M6hymsYN2B43ZJ,,,,,38.73100281,-9.137298584,anonymous,EN-GB,1,4,4,4,3,4,2,2,4,4,3,2,3,4,5,2,14|8|5|7|6|15|11|9|13|3|10|12|2|4|1,4,3,4,3,2,3,2,1|3|2|7|5|6|4,4,3,3,3,5,4,4,5,3,5|9|7|1|8|6|2|4|3,5,4,4,4,3,2,1,2,3|7|8|5|4|1|6|2,2,4,3,4,2,2,4,4,5,1,3,2,2|9|5|12|7|4|11|10|8|3|6|1,3,2,2,2,1,1|2|3|5|4,2,2,2,3,3|2|1|4,3,2,2,2,2|1|3,4,4,4,4,3,2,2,3,6|3|2|1|7|5|8|4,7,2|7|4|3|6|5,2,1,,1,1,,29,0,,3,1,2,2,0,,229,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:13,8/19/2021 11:25,0,82.28.236.245,100,674,1,8/19/2021 11:25,R_A0roFpneIiALqiB,,,,,55.9631958,-3.254592896,anonymous,EN-GB,1,4,3,2,2,4,2,4,2,2,2,2,2,3,4,3,8|12|10|13|4|11|6|3|14|2|15|9|7|5|1,2,3,4,4,4,2,3,7|5|6|2|3|4|1,4,2,3,3,6,6,5,5,3,6|7|8|5|9|4|1|2|3,4,4,4,4,2,2,2,2,2|6|1|7|4|8|5|3,1,1,1,1,1,1,1,1,1,2,1,1,2|8|11|1|4|12|7|9|5|10|3|6,1,1,1,1,1,3|1|4|5|2,1,1,1,1,3|1|2|4,2,1,1,1,3|1|2,4,4,4,4,2,2,2,2,7|3|2|1|4|6|5|8,7,3|6|4|2|5|7,2,1,,1,0,,28,0,,3,0,2,2,0,,190,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:17,8/19/2021 11:25,0,94.193.69.172,100,479,1,8/19/2021 11:25,R_b2UlgNCWMRvkQ3T,,,,,52.53900146,-1.988296509,anonymous,EN-GB,1,4,5,2,4,2,5,4,5,2,2,4,4,4,4,5,14|7|12|3|8|9|4|13|5|2|10|6|1|11|15,3,1,5,1,1,5,5,1|3|6|5|7|2|4,6,6,5,7,5,5,5,1,6,1|2|8|4|3|6|7|9|5,5,5,5,5,2,1,4,1,2|5|7|1|3|6|4|8,7,4,4,4,6,4,6,7,1,7,2,4,2|4|9|10|1|8|11|5|7|12|3|6,6,7,7,6,1,5|1|4|3|2,7,7,7,7,3|1|4|2,7,7,7,7,1|3|2,5,5,5,5,1,1,1,1,2|3|7|6|8|5|4|1,3,7|4|2|3|6|5,2,1,,1,0,,24,0,,3,0,2,4,0,,326,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:12,8/19/2021 11:25,0,79.98.0.212,100,743,1,8/19/2021 11:25,R_1r2NGJ8HbPJBgXt,,,,,45.13560486,10.02319336,anonymous,EN-GB,1,2,5,1,5,5,2,3,2,4,4,5,4,5,2,4,9|8|7|6|2|1|5|15|3|12|4|13|10|11|14,5,1,5,1,1,5,5,5|4|2|7|1|3|6,7,7,7,2,1,3,5,6,7,1|6|9|8|4|2|7|3|5,4,4,4,4,2,1,2,1,7|4|1|5|8|3|6|2,7,7,5,4,5,4,4,1,1,6,3,1,2|10|5|1|3|7|11|8|9|6|4|12,7,7,7,4,1,1|2|4|5|3,5,7,7,7,4|3|2|1,7,7,7,7,3|2|1,4,4,4,4,2,1,1,1,5|1|8|7|3|2|6|4,3,2|6|3|4|5|7,2,1,,2,0,,23,0,,3,1,0,4,2,,324,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
